Date,Sigma,rate,QQQ,QQQ DIV
3/11/1999,24.370001,4.77,51.4375,0
3/12/1999,24.84,4.76,51.125,0
3/15/1999,25.24,4.76,50.4375,0
3/16/1999,25.15,4.74,51.71875,0
3/17/1999,25.57,4.74,51.9375,0
3/18/1999,24.129999,4.72,51.5,0
3/19/1999,24.32,4.73,53.25,0
3/22/1999,25,4.77,51.4375,0
3/23/1999,27.27,4.74,50.3125,0
3/24/1999,26.6,4.73,49.25,0
3/25/1999,24.33,4.77,51.25,0
3/26/1999,24.040001,4.74,51.875,0
3/29/1999,23.540001,4.75,52.375,0
3/30/1999,22.73,4.72,53.5625,0
3/31/1999,23.26,4.72,54.125,0
4/1/1999,22.059999,4.73,54,0
4/2/1999,22.059999,4.67,54,0
4/5/1999,22.190001,4.67,54.429688,0
4/6/1999,22.65,4.66,55.4375,0
4/7/1999,22.809999,4.69,56.125,0
4/8/1999,22.59,4.64,54.9375,0
4/9/1999,21.77,4.63,55.375,0
4/12/1999,21.93,4.66,54.5,0
4/13/1999,22.73,4.66,55.78125,0
4/14/1999,24.940001,4.65,55.375,0
4/15/1999,23.93,4.66,53,0
4/16/1999,23.9,4.71,53.40625,0
4/19/1999,26.42,4.69,52.3125,0
4/20/1999,25.02,4.67,49.3125,0
4/21/1999,23.309999,4.68,51.125,0
4/22/1999,22.620001,4.73,53.65625,0
4/23/1999,22.76,4.71,54.3125,0
4/26/1999,23.530001,4.72,55.6875,0
4/27/1999,23.360001,4.74,57,0
4/28/1999,24.4,4.75,55.25,0
4/29/1999,25.059999,4.68,53.5625,0
4/30/1999,25.07,4.78,54.125,0
5/3/1999,24.15,4.79,53.5625,0
5/4/1999,25.620001,4.8,53.53125,0
5/5/1999,25.190001,4.75,52.625,0
5/6/1999,27.440001,4.79,53.6875,0
5/7/1999,25.360001,4.78,52.6875,0
5/10/1999,26.620001,4.77,53.3125,0
5/11/1999,25.620001,4.8,53.9375,0
5/12/1999,26.129999,4.79,54.59375,0
5/13/1999,25.02,4.75,55.90625,0
5/14/1999,26.860001,4.86,53.375,0
5/17/1999,27.280001,4.9,52.9375,0
5/18/1999,27.26,4.92,54.3125,0
5/19/1999,25.08,4.9,54.34375,0
5/20/1999,24.459999,4.88,54.992188,0
5/21/1999,24.4,4.87,53.53125,0
5/24/1999,27.620001,4.86,52.96875,0
5/25/1999,28.9,4.9,51.46875,0
5/26/1999,27.57,4.92,50.5,0
5/27/1999,28.120001,4.98,51.03125,0
5/28/1999,25.389999,4.97,51.5,0
5/31/1999,25.389999,4.97,51.5,0
6/1/1999,26.620001,5.09,51.9375,0
6/2/1999,26.209999,5.07,50.84375,0
6/3/1999,26.200001,5.07,52.125,0
6/4/1999,23.43,5.07,51.375,0
6/7/1999,23.780001,5.08,52.929688,0
6/8/1999,24.02,5.1,53.78125,0
6/9/1999,23.9,5.12,52.5,0
6/10/1999,25.32,5.13,52.625,0
6/11/1999,25.9,5.16,52.9375,0
6/14/1999,26.51,5.13,51.96875,0
6/15/1999,25.91,5.09,50.929688,0
6/16/1999,22.4,5,52.84375,0
6/17/1999,21.950001,4.95,53.5,0
6/18/1999,21.75,4.98,54.3125,0
6/21/1999,21.809999,5.01,55.4375,0
6/22/1999,21.700001,5.15,56.375,0
6/23/1999,21.32,5.18,55.007813,0
6/24/1999,23.059999,5.18,55.84375,0
6/25/1999,21.76,5.18,55.125,0
6/28/1999,22.629999,5.15,55.15625,0
6/29/1999,22.51,5.17,55.9375,0
6/30/1999,21.09,5.07,56.804688,0
7/1/1999,19.690001,5.09,57.8125,0
7/2/1999,18.66,5.08,58,0
7/5/1999,18.66,5.08,58,0
7/6/1999,20.73,5.08,59.0625,0
7/7/1999,20.35,5.06,58.34375,0
7/8/1999,20.24,5.04,58.46875,0
7/9/1999,17.959999,5.04,59.46875,0
7/12/1999,19.73,5.02,60.0625,0
7/13/1999,19.950001,5,59.25,0
7/14/1999,19.709999,5.01,59.84375,0
7/15/1999,18.68,5.01,60.46875,0
7/16/1999,17.42,5,60.84375,0
7/19/1999,19.07,5,61.625,0
7/20/1999,21.790001,4.96,60.007813,0
7/21/1999,21.459999,4.92,58.53125,0
7/22/1999,23.049999,4.99,58.6875,0
7/23/1999,23.32,5.02,57.625,0
7/26/1999,24.98,5.04,56.5,0
7/27/1999,23.23,5.03,57,0
7/28/1999,22.85,5.04,57.6875,0
7/29/1999,24.52,5.11,57.03125,0
7/30/1999,24.639999,5.13,57.125,0
8/2/1999,25.59,5.15,56.6875,0
8/3/1999,26.27,5.17,57.210938,0
8/4/1999,27.4,5.12,56.070313,0
8/5/1999,27.01,5.05,55.0625,0
8/6/1999,26.6,5.16,55.53125,0
8/9/1999,27.66,5.24,55.53125,0
8/10/1999,28.450001,5.24,54.46875,0
8/11/1999,25.389999,5.22,55.09375,0
8/12/1999,25.030001,5.25,56.125,0
8/13/1999,22.309999,5.19,56.40625,0
8/16/1999,23.07,5.24,57.625,0
8/17/1999,21.67,5.23,58.625,0
8/18/1999,23.299999,5.19,58.125,0
8/19/1999,24.389999,5.18,57.21875,0
8/20/1999,22.950001,5.16,57.125,0
8/23/1999,22.549999,5.21,58.5,0
8/24/1999,22.4,5.18,59.375,0
8/25/1999,20.959999,5.14,60.59375,0
8/26/1999,21.209999,5.18,61.5,0
8/27/1999,21.83,5.24,60.929688,0
8/30/1999,24.629999,5.31,60.125,0
8/31/1999,24.450001,5.3,59.4375,0
9/1/1999,22.93,5.3,60.0625,0
9/2/1999,24.530001,5.3,59,0
9/3/1999,20.98,5.22,61.625,0
9/6/1999,20.98,5.22,61.625,0
9/7/1999,23.440001,5.27,62.53125,0
9/8/1999,23.82,5.28,62,0
9/9/1999,23.01,5.3,61.5625,0
9/10/1999,22.030001,5.26,63.25,0
9/13/1999,22.889999,5.28,63.0625,0
9/14/1999,23.77,5.3,62.125,0
9/15/1999,24.559999,5.25,63.492188,0
9/16/1999,25.25,5.23,61.46875,0
9/17/1999,23.299999,5.24,62.03125,0
9/20/1999,24.030001,5.28,63.5,0
9/21/1999,25.65,5.26,62.90625,0
9/22/1999,25.190001,5.26,62.03125,0
9/23/1999,27.84,5.22,63.25,0
9/24/1999,27.790001,5.15,59.625,0
9/27/1999,26.4,5.19,60.9375,0
9/28/1999,26.059999,5.2,60.195313,0
9/29/1999,26.49,5.27,60.78125,0
9/30/1999,25.41,5.22,60.125,0
10/1/1999,24.93,5.3,59.375,0
10/4/1999,24.459999,5.27,60.53125,0
10/5/1999,24.790001,5.33,61.78125,0
10/6/1999,22.059999,5.36,62.375,0
10/7/1999,23.58,5.36,63.59375,0
10/8/1999,20.49,5.36,62.84375,0
10/11/1999,20.629999,5.36,63.9375,0
10/12/1999,22.84,5.38,64.4375,0
10/13/1999,25.959999,5.43,62.46875,0
10/14/1999,26.049999,5.45,61.53125,0
10/15/1999,28.75,5.42,60.125,0
10/18/1999,28.190001,5.42,59.9375,0
10/19/1999,26.559999,5.47,59.757813,0
10/20/1999,23.9,5.49,60.34375,0
10/21/1999,24.02,5.48,60.25,0
10/22/1999,21.639999,5.5,62.617188,0
10/25/1999,23.6,5.54,61.6875,0
10/26/1999,24.26,5.57,62.75,0
10/27/1999,24.200001,5.53,61.34375,0
10/28/1999,21.34,5.49,62.375,0
10/29/1999,22.200001,5.43,65,0
11/1/1999,22.09,5.47,65.75,0
11/2/1999,23.1,5.47,65.75,0
11/3/1999,23.16,5.46,66.375,0
11/4/1999,23,5.44,67.679688,0
11/5/1999,21.66,5.43,68.875,0
11/8/1999,21.870001,5.48,68.4375,0
11/9/1999,22.700001,5.49,70.125,0
11/10/1999,22.26,5.52,69.125,0
11/11/1999,22.07,5.52,70.75,0
11/12/1999,21.65,5.49,71.625,0
11/15/1999,22.74,5.52,72.25,0
11/16/1999,20.73,5.55,72.3125,0
11/17/1999,20.959999,5.57,73.875,0
11/18/1999,19.76,5.58,73.375,0
11/19/1999,19.110001,5.59,74.78125,0
11/22/1999,19.98,5.63,75.9375,0
11/23/1999,21,5.63,76.4375,0
11/24/1999,20.26,5.65,75.1875,0
11/25/1999,20.26,5.65,75.1875,0
11/26/1999,22.33,5.68,78.40625,0
11/29/1999,23.57,5.72,77.53125,0
11/30/1999,24.18,5.7,76.5625,0
12/1/1999,22.23,5.73,74.3125,0
12/2/1999,21.77,5.77,75.375,0
12/3/1999,19.32,5.71,79.3125,0
12/6/1999,20.58,5.72,79.429688,0
12/7/1999,21.09,5.68,80.09375,0
12/8/1999,21.25,5.69,79.867188,0
12/9/1999,21.190001,5.67,80,0
12/10/1999,21.48,5.67,79.90625,0
12/13/1999,21.719999,5.74,79.632813,0
12/14/1999,23.059999,5.81,80.75,0
12/15/1999,22.030001,5.85,78.625,0
12/16/1999,21.91,5.9,82.125,0
12/17/1999,21.35,5.93,84.5,0
12/20/1999,23.780001,5.99,84.40625,0
12/21/1999,22.66,5.97,85.125,0
12/22/1999,22.43,5.97,89.1875,0
12/23/1999,21.120001,5.96,89.867188,0
12/24/1999,21.120001,5.96,89.867188,0
12/27/1999,23.07,5.97,90.3125,0
12/28/1999,22.969999,5.96,89.75,0
12/29/1999,23.09,5.93,90,0
12/30/1999,24.76,5.93,93.625,0
12/31/1999,24.639999,5.98,92.625,0
1/3/2000,24.209999,6.09,96.1875,0
1/4/2000,27.01,6,92,0
1/5/2000,26.41,6.05,87.5,0
1/6/2000,25.73,6.03,86.875,0
1/7/2000,21.719999,6,82.9375,0
1/10/2000,21.709999,6.07,91,0
1/11/2000,22.5,6.13,91.75,0
1/12/2000,22.84,6.16,89,0
1/13/2000,21.709999,6.1,88.5,0
1/14/2000,19.66,6.13,93,0
1/17/2000,19.66,6.13,93,0
1/18/2000,21.5,6.15,92.0625,0
1/19/2000,21.719999,6.12,93.492188,0
1/20/2000,21.75,6.13,95.5,0
1/21/2000,20.82,6.12,96.5,0
1/24/2000,24.07,6.13,97.4375,0
1/25/2000,23.02,6.13,91.875,0
1/26/2000,23.030001,6.15,93.25,0
1/27/2000,23.540001,6.19,91.75,0
1/28/2000,26.139999,6.25,90,0
1/31/2000,24.950001,6.3,85.875,0
2/1/2000,23.450001,6.3,89.53125,0
2/2/2000,23.120001,6.24,92.25,0
2/3/2000,22.01,6.16,94.3125,0
2/4/2000,21.540001,6.19,97,0
2/7/2000,22.790001,6.23,97.25,0
2/8/2000,21.25,6.22,99.375,0
2/9/2000,22.9,6.2,102.0625,0
2/10/2000,23.07,6.2,99.8125,0
2/11/2000,24.42,6.17,102.0625,0
2/14/2000,24.379999,6.19,99.992188,0
2/15/2000,22.92,6.2,98.9375,0
2/16/2000,23.51,6.22,99.90625,0
2/17/2000,23.17,6.28,101.1875,0
2/18/2000,26,6.26,102.625,0
2/21/2000,26,6.26,102.625,0
2/22/2000,25.860001,6.22,99,0
2/23/2000,23.889999,6.27,99.679688,0
2/24/2000,24.379999,6.22,104.875,0
2/25/2000,25.200001,6.18,106.1875,0
2/28/2000,24.68,6.21,103.25,0
2/29/2000,23.370001,6.2,105.75,0
3/1/2000,21.639999,6.17,107.25,0
3/2/2000,21.059999,6.19,108.0625,0
3/3/2000,19.209999,6.15,108,0
3/6/2000,21.5,6.2,111.75,0
3/7/2000,24.309999,6.17,113.8125,0
3/8/2000,23.82,6.17,111,0
3/9/2000,22.209999,6.15,111.21875,0
3/10/2000,21.24,6.21,114.875,0
3/13/2000,22.85,6.21,110,0
3/14/2000,24.41,6.2,112.75,0
3/15/2000,22.34,6.21,106.5,0
3/16/2000,20.77,6.2,105.375,0
3/17/2000,22.370001,6.2,108,0
3/20/2000,22.959999,6.23,111,0
3/21/2000,21.700001,6.22,106.125,0
3/22/2000,21.49,6.21,113.5,0
3/23/2000,22.26,6.23,114.484375,0
3/24/2000,23.309999,6.31,117.484375,0
3/27/2000,24.530001,6.32,118,0
3/28/2000,24.860001,6.31,116.984375,0
3/29/2000,24.1,6.31,115.375,0
3/30/2000,25.469999,6.26,107.25,0
3/31/2000,24.110001,6.28,108.140625,0
4/3/2000,24.030001,6.23,107.765625,0
4/4/2000,27.120001,6.14,103.625,0
4/5/2000,28.41,6.15,97.5,0
4/6/2000,27.15,6.17,102.375,0
4/7/2000,24.389999,6.17,104.125,0
4/10/2000,25.99,6.14,107.625,0
4/11/2000,27.25,6.16,97.125,0
4/12/2000,28.98,6.17,97.625,0
4/13/2000,29.4,6.16,92.8125,0
4/14/2000,33.490002,6.08,86.0625,0
4/17/2000,28.950001,6.09,78.015625,0
4/18/2000,26.120001,6.07,89.484375,0
4/19/2000,27.02,6.08,92.5,0
4/20/2000,25.85,6.12,90.375,0
4/21/2000,25.85,6.12,90.375,0
4/24/2000,27.370001,6.11,83.4375,0
4/25/2000,25.24,6.18,86.5,0
4/26/2000,26.969999,6.19,90.625,0
4/27/2000,26.190001,6.21,84,0
4/28/2000,26.200001,6.24,93.5625,0
5/1/2000,25.879999,6.24,95.75,0
5/2/2000,28.5,6.23,94.875,0
5/3/2000,31.629999,6.23,89.5,0
5/4/2000,30.77,6.2,89,0
5/5/2000,27.530001,6.29,88.125,0
5/8/2000,28.200001,6.38,90.5,0
5/9/2000,28.93,6.37,88.5,0
5/10/2000,29.870001,6.36,84.375,0
5/11/2000,27.76,6.37,82.75,0
5/12/2000,26.049999,6.44,85.375,0
5/15/2000,24.860001,6.44,84.8125,0
5/16/2000,24.34,6.43,90,0
5/17/2000,23.98,6.42,89.25,0
5/18/2000,23.959999,6.39,89,0
5/19/2000,25.440001,6.32,83.75,0
5/22/2000,26,6.29,81.625,0
5/23/2000,25.870001,6.3,81.375,0
5/24/2000,24.32,6.29,75,0
5/25/2000,24.58,6.27,80.25,0
5/26/2000,24.469999,6.27,77.75,0
5/29/2000,24.469999,6.27,77.75,0
5/30/2000,23.620001,6.28,80,0
5/31/2000,23.65,6.37,84.46875,0
6/1/2000,22.360001,6.32,85.1875,0
6/2/2000,21.48,6.23,92.625,0
6/5/2000,22.709999,6.22,92.25,0
6/6/2000,23.049999,6.24,93.1875,0
6/7/2000,22.48,6.23,91.5625,0
6/8/2000,22.77,6.22,94.625,0
6/9/2000,22.139999,6.23,94.75,0
6/12/2000,22.32,6.2,94.3125,0
6/13/2000,21.67,6.17,90.5,0
6/14/2000,21.48,6.13,94.875,0
6/15/2000,20.68,6.13,91.875,0
6/16/2000,20.5,6.09,94.75,0
6/19/2000,20.629999,6.11,94.015625,0
6/20/2000,20.879999,6.12,98.25,0
6/21/2000,20.610001,6.16,96.8125,0
6/22/2000,22,6.16,98.625,0
6/23/2000,22.34,6.19,95,0
6/26/2000,22.450001,6.16,93.0625,0
6/27/2000,21.799999,6.16,93.765625,0
6/28/2000,20.290001,6.14,92.984375,0
6/29/2000,19.700001,6.11,92.9375,0
6/30/2000,19.540001,6.08,91.8125,0
7/3/2000,19.83,6.07,93.5,0
7/4/2000,19.83,6.07,93.5,0
7/5/2000,21.16,6.06,93.625,0
7/6/2000,20.940001,6.1,91.5625,0
7/7/2000,19.219999,6.07,95,0
7/10/2000,20.33,6.09,94.6875,0
7/11/2000,20.110001,6.09,94.0625,0
7/12/2000,20.030001,6.1,95.4375,0
7/13/2000,20.030001,6.07,97.9375,0
7/14/2000,19.32,6.12,100.25,0
7/17/2000,19.450001,6.14,100.9375,0
7/18/2000,19.75,6.13,100.375,0
7/19/2000,19.65,6.15,98.3125,0
7/20/2000,18.940001,6.04,97.875,0
7/21/2000,18.940001,6.07,98.4375,0
7/24/2000,19.92,6.07,97.9375,0
7/25/2000,19.389999,6.06,95.625,0
7/26/2000,19.67,6.05,95.5,0
7/27/2000,19.6,6.05,93.9375,0
7/28/2000,20.84,6.05,92.1875,0
7/31/2000,20.74,6.07,87.625,0
8/1/2000,20.549999,6.09,89.8125,0
8/2/2000,20,6.12,87.875,0
8/3/2000,19.99,6.1,84.25,0
8/4/2000,18.620001,6.08,92,0
8/7/2000,19.030001,6.13,90.875,0
8/8/2000,18.790001,6.13,92.0625,0
8/9/2000,19.18,6.17,93.6875,0
8/10/2000,19.190001,6.17,91.8125,0
8/11/2000,18.549999,6.24,89.25,0
8/14/2000,17.879999,6.21,91.375,0
8/15/2000,17.98,6.22,92.75,0
8/16/2000,18.02,6.21,93.4375,0
8/17/2000,17.48,6.21,92.9375,0
8/18/2000,17.049999,6.19,95.9375,0
8/21/2000,17.35,6.2,96,0
8/22/2000,17.469999,6.2,96,0
8/23/2000,17.379999,6.18,94.6875,0
8/24/2000,17.040001,6.2,97.4375,0
8/25/2000,16.530001,6.2,98.484375,0
8/28/2000,16.540001,6.24,98.25,0
8/29/2000,16.889999,6.25,98.625,0
8/30/2000,17.690001,6.25,98.3125,0
8/31/2000,16.84,6.22,99.625,0
9/1/2000,17.530001,6.18,103,0
9/4/2000,17.530001,6.18,103,0
9/5/2000,19.82,6.18,101.625,0
9/6/2000,20.790001,6.19,99.25,0
9/7/2000,19.42,6.22,96.8125,0
9/8/2000,18.459999,6.19,97.765625,0
9/11/2000,18.4,6.2,94.5,0
9/12/2000,18.59,6.17,93.5,0
9/13/2000,18.32,6.12,90.25,0
9/14/2000,18.26,6.13,95.25,0
9/15/2000,18.52,6.1,93.125,0
9/18/2000,20.25,6.07,91.8125,0
9/19/2000,19.540001,6.09,90.75,0
9/20/2000,19.93,6.1,93.375,0
9/21/2000,20.18,6.09,93.75,0
9/22/2000,20.74,6.08,87.625,0
9/25/2000,21.41,6.09,93.625,0
9/26/2000,21.879999,6.08,90.765625,0
9/27/2000,21.67,6.07,90.625,0
9/28/2000,19.469999,6.09,88.71875,0
9/29/2000,20.57,6.07,92,0
10/2/2000,21.23,6.06,90.25,0
10/3/2000,21.85,6.07,88.0625,0
10/4/2000,21.540001,6.06,83.5,0
10/5/2000,21.030001,6.06,85.25,0
10/6/2000,22.709999,6.06,85.5625,0
10/9/2000,24.02,6.06,82.5625,0
10/10/2000,24.860001,6.06,81.8125,0
10/11/2000,26.57,6.01,76.875,0
10/12/2000,30.51,5.93,79.25,0
10/13/2000,27.6,5.93,74.6875,0
10/16/2000,26.790001,5.97,81.125,0
10/17/2000,27.84,5.92,83.125,0
10/18/2000,28.719999,5.91,76.75,0
10/19/2000,25.09,5.96,82.390625,0
10/20/2000,24.24,5.94,84.5,0
10/23/2000,24.690001,5.93,86.1875,0
10/24/2000,24.280001,5.97,86.4375,0
10/25/2000,26.65,6.01,81.25,0
10/26/2000,28.620001,6.05,78.1875,0
10/27/2000,26.469999,6.11,80.859375,0
10/30/2000,25.459999,6.13,78.1875,0
10/31/2000,23.629999,6.12,78,0
11/1/2000,24.280001,6.1,80.3125,0
11/2/2000,23.92,6.09,82.1875,0
11/3/2000,23.67,6.13,82.875,0
11/6/2000,24.52,6.16,83.625,0
11/7/2000,24.91,6.16,81.4375,0
11/8/2000,25.66,6.16,82.125,0
11/9/2000,27.200001,6.13,74.75,0
11/10/2000,28.530001,6.11,74.25,0
11/13/2000,29.059999,6.1,70.953125,0
11/14/2000,26.809999,6.11,73,0
11/15/2000,26.15,6.1,75.5625,0
11/16/2000,25.049999,6.07,75.375,0
11/17/2000,24.809999,6.09,73.1875,0
11/20/2000,27.43,6.07,70.9375,0
11/21/2000,26.620001,6.07,70.1875,0
11/22/2000,27.709999,6.1,68.4375,0
11/23/2000,27.709999,6.1,68.4375,0
11/24/2000,26,6.12,68.375,0
11/27/2000,26.93,6.11,72.5625,0
11/28/2000,27.639999,6.05,68.9375,0
11/29/2000,27.49,5.98,65.8125,0
11/30/2000,29.65,5.92,61.75,0
12/1/2000,27.48,5.93,64.0625,0
12/4/2000,27.780001,5.88,64.125,0
12/5/2000,24.99,5.79,66.0625,0
12/6/2000,25.07,5.72,70.59375,0
12/7/2000,25.34,5.74,67,0
12/8/2000,22.41,5.77,71.09375,0
12/11/2000,23.51,5.79,72.0625,0
12/12/2000,24.879999,5.79,73.5,0
12/13/2000,23.629999,5.74,73.4375,0
12/14/2000,24.860001,5.7,68.515625,0
12/15/2000,26.549999,5.65,64.25,0
12/18/2000,27.700001,5.58,65.15625,0
12/19/2000,27.17,5.58,63.453125,0
12/20/2000,31.74,5.46,57.3125,0
12/21/2000,29.66,5.33,55.015625,0
12/22/2000,27.549999,5.25,57.625,0
12/25/2000,27.549999,5.25,57.625,0
12/26/2000,28.73,5.31,60.59375,0
12/27/2000,28.139999,5.32,59.6875,0
12/28/2000,26.57,5.4,60.78125,0
12/29/2000,26.85,5.32,61.5625,0
1/1/2001,26.85,5.32,61.5625,0
1/2/2001,29.99,5.11,58.5625,0
1/3/2001,26.6,5.04,52.1875,0
1/4/2001,26.969999,4.82,61.625,0
1/5/2001,28.67,4.6,61.3125,0
1/8/2001,29.84,4.61,56.3125,0
1/9/2001,27.99,4.71,57.75,0
1/10/2001,26.799999,4.82,56.125,0
1/11/2001,25.790001,4.84,59.265625,0
1/12/2001,24.559999,4.96,62.75,0
1/15/2001,24.559999,4.96,62.75,0
1/16/2001,25.280001,4.95,62.5625,0
1/17/2001,24.93,4.91,64.5,0
1/18/2001,23.370001,4.76,64.125,0
1/19/2001,23.24,4.79,68.140625,0
1/22/2001,23.25,4.79,65.875,0
1/23/2001,21.57,4.85,65.90625,0
1/24/2001,22.030001,4.86,68.0625,0
1/25/2001,22.639999,4.83,66.875,0
1/26/2001,22.57,4.8,63.5625,0
1/29/2001,22.610001,4.78,64.75,0
1/30/2001,22.57,4.68,67.150002,0
1/31/2001,22.02,4.6,67.25,0
2/1/2001,21.66,4.56,64.550003,0
2/2/2001,21.950001,4.67,64.940002,0
2/5/2001,22.190001,4.7,61.189999,0
2/6/2001,21.98,4.74,61.490002,0
2/7/2001,21.67,4.73,60.509998,0
2/8/2001,21.459999,4.74,60.900002,0
2/9/2001,22.030001,4.68,58.25,0
2/12/2001,21.92,4.7,56.25,0
2/13/2001,21.370001,4.77,57.650002,0
2/14/2001,21.52,4.84,55.400002,0
2/15/2001,20.27,4.9,58.799999,0
2/16/2001,22.120001,4.78,55.959999,0
2/19/2001,22.120001,4.78,55.959999,0
2/20/2001,24.690001,4.77,55.740002,0
2/21/2001,25.75,4.74,51.549999,0
2/22/2001,26.76,4.68,51.450001,0
2/23/2001,27.209999,4.58,50.09,0
2/26/2001,25.43,4.48,52.080002,0
2/27/2001,26.49,4.47,51.540001,0
2/28/2001,28.35,4.47,49.450001,0
3/1/2001,28.08,4.45,46.970001,0
3/2/2001,27.43,4.48,47.200001,0
3/5/2001,27.120001,4.51,47.5,0
3/6/2001,25.889999,4.5,49.299999,0
3/7/2001,24.120001,4.44,50.400002,0
3/8/2001,24.290001,4.42,49.349998,0
3/9/2001,25.620001,4.46,47.25,0
3/12/2001,30.32,4.43,44,0
3/13/2001,27.549999,4.43,42.779999,0
3/14/2001,29.610001,4.29,42.700001,0
3/15/2001,28.559999,4.19,45.200001,0
3/16/2001,29.91,4.19,41.880001,0
3/19/2001,29.780001,4.25,41.439999,0
3/20/2001,30.959999,4.18,43.439999,0
3/21/2001,31.93,4.14,40.52,0
3/22/2001,32.84,4.1,40.599998,0
3/23/2001,30.450001,4.17,43.549999,0
3/26/2001,29.040001,4.18,43.470001,0
3/27/2001,27.040001,4.29,41.799999,0
3/28/2001,28.58,4.22,41.900002,0
3/29/2001,29.17,4.16,39.380001,0
3/30/2001,28.639999,4.09,39.299999,0
4/2/2001,31.209999,4.1,39.169998,0
4/3/2001,34.720001,4.01,37.200001,0
4/4/2001,34.07,3.97,34.709999,0
4/5/2001,29.940001,4.01,36,0
4/6/2001,31.690001,3.9,36.900002,0
4/9/2001,31.91,3.94,36.790001,0
4/10/2001,29.440001,4.04,37.900002,0
4/11/2001,28.459999,4.11,42.16,0
4/12/2001,26.120001,4.17,40.299999,0
4/13/2001,26.120001,4.17,40.299999,0
4/16/2001,26.33,4.26,41.939999,0
4/17/2001,25.610001,4.17,39.950001,0
4/18/2001,24.129999,3.97,43.720001,0
4/19/2001,24.16,3.94,46.099998,0
4/20/2001,25.379999,3.88,48.18,0
4/23/2001,28.16,3.77,46.990002,0
4/24/2001,28.49,3.76,45.099998,0
4/25/2001,27.4,3.85,43.900002,0
4/26/2001,25.959999,3.83,45.900002,0
4/27/2001,24.02,3.91,45.150002,0
4/30/2001,25.48,3.94,46.25,0
5/1/2001,24.200001,3.91,46.200001,0
5/2/2001,24.23,3.95,48.799999,0
5/3/2001,25.780001,3.89,47.900002,0
5/4/2001,23.91,3.79,45.299999,0
5/7/2001,24.860001,3.73,48,0
5/8/2001,24.440001,3.7,48.299999,0
5/9/2001,24.35,3.69,47.049999,0
5/10/2001,24,3.78,47.919998,0
5/11/2001,23.540001,3.89,45.84,0
5/14/2001,24.26,3.79,45.299999,0
5/15/2001,23.709999,3.75,44.900002,0
5/16/2001,21.889999,3.72,44.310001,0
5/17/2001,21.469999,3.75,47.450001,0
5/18/2001,21.23,3.79,47.639999,0
5/21/2001,20.76,3.83,48.169998,0
5/22/2001,21.35,3.79,51.310001,0
5/23/2001,22.08,3.75,50.439999,0
5/24/2001,20.57,3.79,48.970001,0
5/25/2001,20.6,3.76,49.959999,0
5/28/2001,20.6,3.76,49.959999,0
5/29/2001,22.139999,3.76,48.5,0
5/30/2001,22.76,3.75,45.43,0
5/31/2001,22.639999,3.63,44.540001,0
6/1/2001,21.59,3.67,45.540001,0
6/4/2001,21.379999,3.68,46.330002,0
6/5/2001,19.58,3.61,46.299999,0
6/6/2001,20.389999,3.62,48.080002,0
6/7/2001,19.67,3.63,47.130001,0
6/8/2001,19.92,3.64,48.720001,0
6/11/2001,20.700001,3.64,46.900002,0
6/12/2001,20.700001,3.62,44.869999,0
6/13/2001,21.450001,3.6,46.27,0
6/14/2001,23.120001,3.56,44.02,0
6/15/2001,22.809999,3.53,41.799999,0
6/18/2001,23.17,3.48,42.639999,0
6/19/2001,22.34,3.48,43.32,0
6/20/2001,21.709999,3.45,41.299999,0
6/21/2001,19.379999,3.47,42.669998,0
6/22/2001,20.02,3.41,43.619999,0
6/25/2001,20.67,3.48,43.610001,0
6/26/2001,21.200001,3.53,42.540001,0
6/27/2001,20.879999,3.59,43.68,0
6/28/2001,20.01,3.69,44.400002,0
6/29/2001,19.059999,3.72,45.09,0
7/2/2001,18.76,3.74,45.650002,0
7/3/2001,18.92,3.71,45.25,0
7/4/2001,18.92,3.71,45.25,0
7/5/2001,20.09,3.7,44.869999,0
7/6/2001,21.629999,3.63,43.009998,0
7/9/2001,22.48,3.66,41.889999,0
7/10/2001,23.25,3.61,42.759998,0
7/11/2001,24.01,3.6,40.419998,0
7/12/2001,22.09,3.6,42.630001,0
7/13/2001,21.139999,3.64,43.380001,0
7/16/2001,22.91,3.63,43.369999,0
7/17/2001,22.610001,3.63,41.82,0
7/18/2001,23.6,3.57,42.27,0
7/19/2001,22.51,3.6,42.459999,0
7/20/2001,22.34,3.59,41.490002,0
7/23/2001,23.74,3.59,42.240002,0
7/24/2001,25.24,3.59,40.380001,0
7/25/2001,24,3.62,40.139999,0
7/26/2001,23.01,3.59,40.450001,0
7/27/2001,22,3.57,41.639999,0
7/30/2001,22.690001,3.56,42.130001,0
7/31/2001,21.620001,3.53,41.84,0
8/1/2001,20.559999,3.56,42.630001,0
8/2/2001,20.09,3.57,43.790001,0
8/3/2001,19.889999,3.57,43.529999,0
8/6/2001,21.889999,3.56,42.529999,0
8/7/2001,21.01,3.56,42.099998,0
8/8/2001,22.32,3.46,41.849998,0
8/9/2001,21.75,3.48,40.41,0
8/10/2001,20.549999,3.45,40.419998,0
8/13/2001,20.42,3.43,40.59,0
8/14/2001,20.48,3.46,41.490002,0
8/15/2001,20.91,3.47,40.619999,0
8/16/2001,21.540001,3.43,38.639999,0
8/17/2001,23.84,3.39,38.439999,0
8/20/2001,22.870001,3.44,37.849998,0
8/21/2001,24.4,3.41,38.290001,0
8/22/2001,22.440001,3.44,37.450001,0
