Date,Sigma,rate
10/17/2016,16.209999,0.6418
10/18/2016,15.28,0.6418
10/19/2016,14.41,0.6315
10/20/2016,13.75,0.6469
10/21/2016,13.34,0.6417
10/24/2016,13.02,0.6468
10/25/2016,13.46,0.6519
10/26/2016,14.24,0.6468
10/27/2016,15.36,0.6519
10/28/2016,16.190001,0.6417
10/31/2016,17.059999,0.6417
11/1/2016,18.559999,0.6365
11/2/2016,19.32,0.6263
11/3/2016,22.08,0.6212
11/4/2016,22.51,0.6007
11/7/2016,18.709999,0.6109
11/8/2016,18.74,0.6416
11/9/2016,14.38,0.7084
11/10/2016,14.74,0.7186
11/11/2016,14.17,0.7186
11/14/2016,14.48,0.7647
11/15/2016,13.37,0.7544
11/16/2016,13.72,0.7391
11/17/2016,13.35,0.7595
11/18/2016,12.85,0.7544
11/21/2016,12.42,0.7595
11/22/2016,12.41,0.7595
11/23/2016,12.43,0.7697
11/24/2016,null,0.7697
11/25/2016,12.34,0.7799
11/28/2016,13.15,0.7697
11/29/2016,12.9,0.7645
11/30/2016,13.33,0.7748
12/1/2016,14.07,0.7799
12/2/2016,14.12,0.7696
12/5/2016,12.14,0.7901
12/6/2016,11.79,0.785
12/7/2016,12.22,0.8315
12/8/2016,12.64,0.8366
12/9/2016,11.75,0.8468
12/12/2016,12.64,0.8468
12/13/2016,12.72,0.8673
12/14/2016,13.19,0.9084
12/15/2016,12.79,0.8878
12/16/2016,12.2,0.8826
12/19/2016,11.71,0.8775
12/20/2016,11.45,0.8775
12/21/2016,11.27,0.8569
12/22/2016,11.43,0.8518
12/23/2016,11.44,0.8517
12/26/2016,null,0.8517
12/27/2016,11.99,0.8568
12/28/2016,12.95,0.8517
12/29/2016,13.37,0.8158
12/30/2016,14.04,0.8106
1/2/2017,null,0.8106
1/3/2017,12.85,0.826
1/4/2017,11.85,0.8623
1/5/2017,11.67,0.8212
1/6/2017,11.32,0.8314
1/9/2017,11.56,0.8057
1/10/2017,11.49,0.8006
1/11/2017,11.26,0.8057
1/12/2017,11.54,0.7954
1/13/2017,11.23,0.7954
1/16/2017,null,0.7954
1/17/2017,11.87,0.78
1/18/2017,12.48,0.8056
1/19/2017,12.78,0.8005
1/20/2017,11.54,0.7902
1/23/2017,11.77,0.7645
1/24/2017,11.07,0.7799
1/25/2017,10.81,0.785
1/26/2017,10.63,0.785
1/27/2017,10.58,0.785
1/30/2017,11.88,0.7747
1/31/2017,11.99,0.7593
2/1/2017,11.81,0.8212
2/2/2017,11.93,0.8109
2/3/2017,10.97,0.8006
2/6/2017,11.37,0.7801
2/7/2017,11.29,0.7801
2/8/2017,11.45,0.7749
2/9/2017,10.88,0.7852
2/10/2017,10.85,0.7903
2/13/2017,11.07,0.8005
2/14/2017,10.74,0.821
2/15/2017,11.97,0.8261
2/16/2017,11.76,0.7953
2/17/2017,11.49,0.7953
2/20/2017,null,0.7953
2/21/2017,11.57,0.7953
2/22/2017,11.74,0.7953
2/23/2017,11.71,0.7799
2/24/2017,11.47,0.7747
2/27/2017,12.09,0.7747
2/28/2017,12.92,0.8208
3/1/2017,12.54,0.9136
3/2/2017,11.81,0.9599
3/3/2017,10.96,0.9598
3/6/2017,11.24,0.965
3/7/2017,11.45,0.9958
3/8/2017,11.86,1.0163
3/9/2017,12.3,1.0318
3/10/2017,11.66,1.0266
3/13/2017,11.35,1.0471
3/14/2017,12.3,1.0368
3/15/2017,11.63,1.0008
3/16/2017,11.21,0.9853
3/17/2017,11.28,0.9801
3/20/2017,11.34,0.9801
3/21/2017,12.47,0.9698
3/22/2017,12.81,0.9647
3/23/2017,13.12,0.9595
3/24/2017,12.96,0.9646
3/27/2017,12.5,0.9748
3/28/2017,11.53,1.0108
3/29/2017,11.42,1.0319
3/30/2017,11.54,1.0216
3/31/2017,12.37,1.0164
4/3/2017,12.38,1.0061
4/4/2017,11.79,1.0215
4/5/2017,12.89,1.0163
4/6/2017,12.39,1.0266
4/7/2017,12.87,1.0574
4/10/2017,14.05,1.0523
4/11/2017,15.07,1.0368
4/12/2017,15.77,1.0162
4/13/2017,15.96,1.011
4/14/2017,null,1.011
4/17/2017,14.66,1.0161
4/18/2017,14.42,1.0007
4/19/2017,14.93,1.0006
4/20/2017,14.15,0.9903
4/21/2017,14.63,0.9749
4/24/2017,10.84,1.0057
4/25/2017,10.76,1.0262
4/26/2017,10.85,1.0628
4/27/2017,10.36,1.0525
4/28/2017,10.82,1.0576
5/1/2017,10.11,1.073
5/2/2017,10.59,1.0678
5/3/2017,10.68,1.0833
5/4/2017,10.46,1.0935
5/5/2017,10.57,1.0935
5/8/2017,9.77,1.1089
5/9/2017,9.96,1.1192
5/10/2017,10.21,1.1192
5/11/2017,10.6,1.1191
5/12/2017,10.4,1.1036
5/15/2017,10.42,1.1036
5/16/2017,10.65,1.0984
5/17/2017,15.59,1.0726
5/18/2017,14.66,1.0726
5/19/2017,12.04,1.088
5/22/2017,10.93,1.0983
5/23/2017,10.72,1.124
5/24/2017,10.02,1.1504
5/25/2017,9.99,1.1504
5/26/2017,9.81,1.1452
5/29/2017,null,1.1452
5/30/2017,10.38,1.1451
5/31/2017,10.41,1.1503
6/1/2017,9.89,1.1451
6/2/2017,9.75,1.1502
6/5/2017,10.07,1.1553
6/6/2017,10.45,1.1449
6/7/2017,10.39,1.1655
6/8/2017,10.16,1.1707
6/9/2017,10.7,1.186
6/12/2017,11.46,1.1963
6/13/2017,10.42,1.2015
6/14/2017,10.64,1.186
6/15/2017,10.9,1.1962
6/16/2017,10.38,1.1859
6/19/2017,10.37,1.2013
6/20/2017,10.86,1.2064
6/21/2017,10.75,1.2124
6/22/2017,10.48,1.2072
6/23/2017,10.02,1.2019
6/26/2017,9.9,1.1967
6/27/2017,11.06,1.207
6/28/2017,10.03,1.2018
6/29/2017,11.44,1.2173
6/30/2017,11.18,1.2275
7/3/2017,11.22,1.2429
7/4/2017,null,1.2429
7/5/2017,11.07,1.2274
7/6/2017,12.54,1.2171
7/7/2017,11.19,1.2067
7/10/2017,11.11,1.2066
7/11/2017,10.89,1.1963
7/12/2017,10.3,1.1911
7/13/2017,9.9,1.2014
7/14/2017,9.51,1.1962
7/17/2017,9.82,1.1961
7/18/2017,9.89,1.191
7/19/2017,9.79,1.2175
7/20/2017,9.58,1.2072
7/21/2017,9.36,1.2071
7/24/2017,9.43,1.2174
7/25/2017,9.43,1.2277
7/26/2017,9.6,1.2173
7/27/2017,10.11,1.2173
7/28/2017,10.29,1.2069
7/31/2017,10.26,1.212
8/1/2017,10.09,1.2068
8/2/2017,10.28,1.2119
8/3/2017,10.44,1.2106
8/4/2017,10.03,1.2183
8/7/2017,9.93,1.2208
8/8/2017,10.96,1.2221
8/9/2017,11.11,1.2027
8/10/2017,16.040001,1.2014
8/11/2017,15.51,1.1949
8/14/2017,12.33,1.2052
8/15/2017,12.04,1.227
8/16/2017,11.74,1.2382
8/17/2017,15.55,1.2227
8/18/2017,14.26,1.2226
8/21/2017,13.19,1.2148
8/22/2017,11.35,1.2277
8/23/2017,12.25,1.2173
8/24/2017,12.23,1.2289
8/25/2017,11.28,1.2249
8/28/2017,11.32,1.2288
8/29/2017,11.7,1.2158
8/30/2017,11.22,1.2184
8/31/2017,10.59,1.2171
9/1/2017,10.13,1.2221
9/4/2017,null,1.2221
9/5/2017,12.23,1.2092
9/6/2017,11.63,1.2272
9/7/2017,11.55,1.2001
9/8/2017,12.12,1.1975
9/11/2017,10.73,1.2245
9/12/2017,10.58,1.2206
9/13/2017,10.5,1.264
9/14/2017,10.44,1.2769
9/15/2017,10.17,1.2897
9/18/2017,10.15,1.2948
9/19/2017,10.18,1.2922
9/20/2017,9.78,1.2948
9/21/2017,9.67,1.2999
9/22/2017,9.59,1.2946
9/25/2017,10.21,1.2843
9/26/2017,10.17,1.292
9/27/2017,9.87,1.3023
9/28/2017,9.55,1.2868
9/29/2017,9.51,1.2892
10/2/2017,9.45,1.2866
10/3/2017,9.51,1.2866
10/4/2017,9.63,1.3098
10/5/2017,9.19,1.333
10/6/2017,9.65,1.3329
10/9/2017,10.33,1.3329
10/10/2017,10.08,1.3586
10/11/2017,9.85,1.3985
10/12/2017,9.91,1.3958
10/13/2017,9.61,1.3879
10/16/2017,9.91,1.4034
10/17/2017,10.31,1.3982
10/18/2017,10.07,1.4059
10/19/2017,10.05,1.3955
10/20/2017,9.97,1.4135
10/23/2017,11.07,1.4031
10/24/2017,11.16,1.4135
10/25/2017,11.23,1.4134
10/26/2017,11.3,1.4185
10/27/2017,9.8,1.4055
10/30/2017,10.5,1.408
10/31/2017,10.18,1.4209
11/1/2017,10.2,1.4312
11/2/2017,9.93,1.4338
11/3/2017,9.14,1.4569
11/6/2017,9.4,1.4776
11/7/2017,9.89,1.4879
11/8/2017,9.78,1.5202
11/9/2017,10.5,1.515
11/10/2017,11.29,1.5278
11/13/2017,11.5,1.5381
11/14/2017,11.59,1.5458
11/15/2017,13.13,1.538
11/16/2017,11.76,1.59
11/17/2017,11.43,1.6
11/20/2017,10.65,1.62
11/21/2017,9.73,1.62
11/22/2017,9.88,1.61
11/23/2017,null,#N/A
11/24/2017,9.67,1.61
11/27/2017,9.87,1.62
11/28/2017,10.03,1.61
11/29/2017,10.7,1.61
11/30/2017,11.28,1.62
12/1/2017,11.43,1.62
12/4/2017,11.68,1.66
12/5/2017,11.33,1.64
12/6/2017,11.02,1.68
12/7/2017,10.16,1.67
12/8/2017,9.58,1.65
12/11/2017,9.34,1.69
12/12/2017,9.92,1.7
12/13/2017,10.18,1.68
12/14/2017,10.49,1.7
12/15/2017,9.42,1.71
12/18/2017,9.53,1.7
12/19/2017,10.03,1.71
12/20/2017,9.72,1.72
12/21/2017,9.62,1.73
12/22/2017,9.9,1.73
12/25/2017,null,#N/A
12/26/2017,10.25,1.75
12/27/2017,10.47,1.75
12/28/2017,10.18,1.76
12/29/2017,11.04,1.76
1/1/2018,null,#N/A
1/2/2018,9.77,1.83
1/3/2018,9.15,1.81
1/4/2018,9.22,1.82
1/5/2018,9.22,1.8
1/8/2018,9.52,1.79
1/9/2018,10.08,1.78
1/10/2018,9.82,1.78
1/11/2018,9.88,1.77
1/12/2018,10.16,1.78
1/15/2018,null,#N/A
1/16/2018,11.66,1.79
1/17/2018,11.91,1.79
1/18/2018,12.22,1.79
1/19/2018,11.27,1.79
1/22/2018,11.03,1.79
1/23/2018,11.1,1.78
1/24/2018,11.47,1.79
1/25/2018,11.58,1.8
1/26/2018,11.08,1.8
1/29/2018,13.84,1.8
1/30/2018,14.79,1.88
1/31/2018,13.54,1.9
2/1/2018,13.47,1.89
2/2/2018,17.309999,1.88
2/5/2018,37.32,1.85
2/6/2018,29.98,1.87
2/7/2018,27.73,1.91
2/8/2018,33.459999,1.91
2/9/2018,29.059999,1.89
2/12/2018,25.610001,1.93
2/13/2018,24.969999,1.95
2/14/2018,19.26,1.98
2/15/2018,19.129999,1.99
2/16/2018,19.459999,2
2/19/2018,null,#N/A
2/20/2018,20.6,2.01
2/21/2018,20.02,2.03
2/22/2018,18.719999,2.02
2/23/2018,16.49,2.02
2/26/2018,15.8,2.03
2/27/2018,18.59,2.08
2/28/2018,19.85,2.07
3/1/2018,22.469999,2.05
3/2/2018,19.59,2.06
3/5/2018,18.73,2.06
3/6/2018,18.360001,2.06
3/7/2018,17.76,2.05
3/8/2018,16.540001,2.05
3/9/2018,14.64,2.03
3/12/2018,15.78,2.05
3/13/2018,16.35,2.03
3/14/2018,17.23,2.05
3/15/2018,16.59,2.07
3/16/2018,15.8,2.08
3/19/2018,19.02,2.08
3/20/2018,18.200001,2.08
3/21/2018,17.860001,2.06
3/22/2018,23.34,2.05
3/23/2018,24.870001,2.04
3/26/2018,21.030001,2.06
3/27/2018,22.5,2.1
3/28/2018,22.870001,2.12
3/29/2018,19.969999,2.09
3/30/2018,null,#N/A
4/2/2018,23.620001,2.08
4/3/2018,21.1,2.09
4/4/2018,20.059999,2.07
4/5/2018,18.940001,2.07
4/6/2018,21.49,2.06
4/9/2018,21.77,2.08
4/10/2018,20.469999,2.09
4/11/2018,20.24,2.09
4/12/2018,18.49,2.11
4/13/2018,17.41,2.12
4/16/2018,16.559999,2.12
4/17/2018,15.25,2.16
4/18/2018,15.6,2.17
4/19/2018,15.96,2.21
4/20/2018,16.879999,2.22
4/23/2018,16.34,2.25
4/24/2018,18.02,2.25
4/25/2018,17.84,2.26
4/26/2018,16.24,2.25
4/27/2018,15.41,2.24
4/30/2018,15.93,2.24
5/1/2018,15.49,2.26
5/2/2018,15.97,2.24
5/3/2018,15.9,2.24
5/4/2018,14.77,2.24
5/7/2018,14.75,2.25
5/8/2018,14.71,2.26
5/9/2018,13.42,2.27
5/10/2018,13.23,2.27
5/11/2018,12.65,2.28
5/14/2018,12.93,2.28
5/15/2018,14.63,2.31
5/16/2018,13.42,2.32
5/17/2018,13.43,2.32
5/18/2018,13.42,2.32
5/21/2018,13.08,2.35
5/22/2018,13.22,2.34
5/23/2018,12.58,2.29
5/24/2018,12.53,2.28
5/25/2018,13.22,2.27
5/28/2018,null,#N/A
5/29/2018,17.02,2.17
5/30/2018,14.94,2.23
5/31/2018,15.43,2.23
6/1/2018,13.46,2.28
6/4/2018,12.74,2.3
6/5/2018,12.4,2.32
6/6/2018,11.64,2.32
6/7/2018,12.13,2.31
6/8/2018,12.18,2.3
6/11/2018,12.35,2.32
6/12/2018,12.34,2.31
6/13/2018,12.94,2.35
6/14/2018,12.12,2.35
6/15/2018,11.98,2.35
6/18/2018,12.31,2.35
6/19/2018,13.35,2.34
6/20/2018,12.79,2.36
6/21/2018,14.64,2.34
6/22/2018,13.77,2.33
6/25/2018,17.33,2.34
6/26/2018,15.92,2.33
6/27/2018,17.91,2.33
6/28/2018,16.85,2.33
6/29/2018,16.09,2.33
7/2/2018,15.6,2.34
7/3/2018,16.139999,2.33
7/4/2018,null,#N/A
7/5/2018,14.97,2.32
7/6/2018,13.37,2.34
7/9/2018,12.69,2.34
7/10/2018,12.64,2.36
7/11/2018,13.63,2.36
7/12/2018,12.58,2.39
7/13/2018,12.18,2.37
7/16/2018,12.83,2.39
7/17/2018,12.06,2.39
7/18/2018,12.1,2.43
7/19/2018,12.87,2.4
7/20/2018,12.86,2.41
7/23/2018,12.62,2.42
7/24/2018,12.41,2.42
7/25/2018,12.29,2.42
7/26/2018,12.14,2.41
7/27/2018,13.03,2.43
7/30/2018,14.26,2.43
7/31/2018,12.83,2.44
8/1/2018,13.15,2.45
8/2/2018,12.19,2.45
8/3/2018,11.64,2.43
8/6/2018,11.27,2.44
8/7/2018,10.93,2.45
8/8/2018,10.85,2.44
8/9/2018,11.27,2.44
8/10/2018,13.16,2.42
8/13/2018,14.78,2.42
8/14/2018,13.31,2.44
8/15/2018,14.64,2.45
8/16/2018,13.45,2.45
8/17/2018,12.64,2.44
8/20/2018,12.49,2.43
8/21/2018,12.86,2.45
8/22/2018,12.25,2.43
8/23/2018,12.41,2.43
8/24/2018,11.99,2.44
8/27/2018,12.16,2.47
8/28/2018,12.5,2.47
8/29/2018,12.25,2.48
8/30/2018,13.53,2.47
8/31/2018,12.86,2.46
9/3/2018,null,#N/A
9/4/2018,13.16,2.49
9/5/2018,13.91,2.49
9/6/2018,14.65,2.5
9/7/2018,14.88,2.53
9/10/2018,14.16,2.54
9/11/2018,13.22,2.55
9/12/2018,13.14,2.56
9/13/2018,12.37,2.55
9/14/2018,12.07,2.56
9/17/2018,13.68,2.57
9/18/2018,12.79,2.58
9/19/2018,11.75,2.58
9/20/2018,11.8,2.58
9/21/2018,11.68,2.58
9/24/2018,12.2,2.6
9/25/2018,12.42,2.59
9/26/2018,12.89,2.58
9/27/2018,12.41,2.58
9/28/2018,12.12,2.59
10/1/2018,12,2.6
10/2/2018,12.05,2.61
10/3/2018,11.61,2.62
10/4/2018,14.22,2.63
10/5/2018,14.82,2.64
10/8/2018,15.69,#N/A
10/9/2018,15.95,2.65
10/10/2018,22.959999,2.67
10/11/2018,24.98,2.66
10/12/2018,21.309999,2.66
10/15/2018,21.299999,2.67
10/16/2018,17.620001,2.66
10/17/2018,17.4,2.66
10/18/2018,20.059999,2.67
10/19/2018,19.889999,2.67
10/22/2018,19.639999,2.68
10/23/2018,20.709999,2.67
10/24/2018,25.23,2.64
10/25/2018,24.219999,2.66
10/26/2018,24.16,2.63
10/29/2018,24.700001,2.64
10/30/2018,23.35,2.66
10/31/2018,21.23,2.69
11/1/2018,19.34,2.67
11/2/2018,19.51,2.7
11/5/2018,19.959999,2.71
11/6/2018,19.91,2.72
11/7/2018,16.360001,2.74
11/8/2018,16.719999,2.74
11/9/2018,17.360001,2.73
11/12/2018,20.450001,#N/A
11/13/2018,20.02,2.72
11/14/2018,21.25,2.71
11/15/2018,19.98,2.7
11/16/2018,18.139999,2.68
11/19/2018,20.1,2.66
11/20/2018,22.48,2.67
11/21/2018,20.799999,2.67
11/22/2018,null,#N/A
11/23/2018,21.52,2.67
11/26/2018,18.9,2.7
11/27/2018,19.02,2.7
11/28/2018,18.49,2.69
11/29/2018,18.790001,2.69
11/30/2018,18.07,2.7
12/3/2018,16.440001,2.72
12/4/2018,20.74,2.71
12/5/2018,null,#N/A
12/6/2018,21.190001,2.7
12/7/2018,23.23,2.68
12/10/2018,22.639999,2.69
12/11/2018,21.76,2.7
12/12/2018,21.459999,2.7
12/13/2018,20.65,2.69
12/14/2018,21.629999,2.68
12/17/2018,24.52,2.66
12/18/2018,25.58,2.64
12/19/2018,25.58,2.62
12/20/2018,28.379999,2.64
12/21/2018,30.110001,2.62
12/24/2018,36.07,2.61
12/25/2018,null,#N/A
12/26/2018,30.41,2.61
12/27/2018,29.959999,2.58
12/28/2018,28.34,2.57
12/31/2018,25.42,2.63
1/1/2019,null,#N/A
1/2/2019,23.219999,2.6
1/3/2019,25.450001,2.5
1/4/2019,21.379999,2.57
1/7/2019,21.4,2.58
1/8/2019,20.469999,2.6
1/9/2019,19.98,2.59
1/10/2019,19.5,2.59
1/11/2019,18.190001,2.58
1/14/2019,19.07,2.57
1/15/2019,18.6,2.57
1/16/2019,19.040001,2.57
1/17/2019,18.059999,2.57
1/18/2019,17.799999,2.6
1/21/2019,null,#N/A
1/22/2019,20.799999,2.59
1/23/2019,19.52,2.59
1/24/2019,18.889999,2.58
1/25/2019,17.42,2.6
1/28/2019,18.870001,2.6
1/29/2019,19.129999,2.6
1/30/2019,17.66,2.57
1/31/2019,16.57,2.55
2/1/2019,16.139999,2.56
2/4/2019,15.73,2.57
2/5/2019,15.57,2.56
2/6/2019,15.38,2.56
2/7/2019,16.370001,2.55
2/8/2019,15.72,2.54
2/11/2019,15.97,2.55
2/12/2019,15.43,2.55
2/13/2019,15.65,2.55
2/14/2019,16.219999,2.53
2/15/2019,14.91,2.55
2/18/2019,null,#N/A
2/19/2019,14.88,2.54
2/20/2019,14.02,2.54
2/21/2019,14.46,2.55
2/22/2019,13.51,2.55
2/25/2019,14.85,2.56
2/26/2019,15.17,2.56
2/27/2019,14.7,2.55
2/28/2019,14.78,2.54
3/1/2019,13.57,2.55
3/4/2019,14.63,2.54
3/5/2019,14.74,2.54
3/6/2019,15.74,2.54
3/7/2019,16.59,2.52
3/8/2019,16.049999,2.53
3/11/2019,14.33,2.53
3/12/2019,13.77,2.52
3/13/2019,13.41,2.53
3/14/2019,13.5,2.52
3/15/2019,12.88,2.52
3/18/2019,13.1,2.52
3/19/2019,13.56,2.5
3/20/2019,13.91,2.47
3/21/2019,13.63,2.48
3/22/2019,16.48,2.45
3/25/2019,16.33,2.41
3/26/2019,14.68,2.44
3/27/2019,15.15,2.4
3/28/2019,14.43,2.4
3/29/2019,13.71,2.4
4/1/2019,13.4,2.41
4/2/2019,13.36,2.41
4/3/2019,13.74,2.41
4/4/2019,13.58,2.41
4/5/2019,12.82,2.43
4/8/2019,13.18,2.43
4/9/2019,14.28,2.42
4/10/2019,13.3,2.41
4/11/2019,13.02,2.44
4/12/2019,12.01,2.44
4/15/2019,12.32,2.43
4/16/2019,12.18,2.45
4/17/2019,12.6,2.44
4/18/2019,12.09,2.44
4/19/2019,null,#N/A
4/22/2019,12.42,2.46
4/23/2019,12.28,2.43
4/24/2019,13.14,2.42
4/25/2019,13.25,2.42
4/26/2019,12.73,2.41
4/29/2019,13.11,2.42
4/30/2019,13.12,2.39
5/1/2019,14.8,2.39
5/2/2019,14.42,2.41
5/3/2019,12.87,2.41
5/6/2019,15.44,2.39
5/7/2019,19.32,2.37
5/8/2019,19.4,2.37
5/9/2019,19.1,2.36
5/10/2019,16.040001,2.36
5/13/2019,20.549999,2.32
5/14/2019,18.059999,2.32
5/15/2019,16.440001,2.3
5/16/2019,15.29,2.33
5/17/2019,15.96,2.33
5/20/2019,16.309999,2.34
5/21/2019,14.95,2.36
5/22/2019,14.75,2.37
5/23/2019,16.92,2.32
5/24/2019,15.85,2.33
5/27/2019,null,#N/A
5/28/2019,17.5,2.31
5/29/2019,17.9,2.3
5/30/2019,17.299999,2.29
5/31/2019,18.709999,2.21
6/3/2019,18.860001,2.11
6/4/2019,16.969999,2.11
6/5/2019,16.09,2.04
6/6/2019,15.93,2.02
6/7/2019,16.299999,1.97
6/10/2019,15.94,2.03
6/11/2019,15.99,2.05
6/12/2019,15.91,2.02
6/13/2019,15.82,2
6/14/2019,15.28,2
6/17/2019,15.35,2.03
6/18/2019,15.15,2.04
6/19/2019,14.33,1.96
6/20/2019,14.75,1.91
6/21/2019,15.4,1.95
6/24/2019,15.26,1.92
6/25/2019,16.280001,1.93
6/26/2019,16.209999,1.96
6/27/2019,15.82,1.93
6/28/2019,15.08,1.92
7/1/2019,14.06,1.94
7/2/2019,12.93,1.91
7/3/2019,12.57,1.91
7/4/2019,null,#N/A
7/5/2019,13.28,1.98
7/8/2019,13.96,1.99
7/9/2019,14.09,2
7/10/2019,13.03,1.93
7/11/2019,12.93,1.97
7/12/2019,12.39,1.96
7/15/2019,12.68,1.95
7/16/2019,12.86,2
7/17/2019,13.97,1.95
7/18/2019,13.53,1.9
7/19/2019,14.45,1.94
7/22/2019,13.53,1.95
7/23/2019,12.61,1.97
7/24/2019,12.07,1.98
7/25/2019,12.74,1.99
7/26/2019,12.16,2
7/29/2019,12.83,1.98
7/30/2019,13.94,1.97
7/31/2019,16.120001,2
8/1/2019,17.870001,1.88
8/2/2019,17.610001,1.85
8/5/2019,24.59,1.78
8/6/2019,20.17,1.8
8/7/2019,19.49,1.75
8/8/2019,16.91,1.79
8/9/2019,17.969999,1.78
8/12/2019,21.09,1.75
8/13/2019,17.52,1.86
8/14/2019,22.1,1.79
8/15/2019,21.18,1.72
8/16/2019,18.469999,1.71
8/19/2019,16.879999,1.75
8/20/2019,17.5,1.72
8/21/2019,15.8,1.77
8/22/2019,16.68,1.79
8/23/2019,19.870001,1.73
8/26/2019,19.32,1.75
8/27/2019,20.309999,1.77
8/28/2019,19.35,1.74
8/29/2019,17.879999,1.75
8/30/2019,18.98,1.76
9/2/2019,null,#N/A
9/3/2019,19.66,1.72
9/4/2019,17.33,1.69
9/5/2019,16.27,1.73
9/6/2019,15,1.73
9/9/2019,15.27,1.74
9/10/2019,15.2,1.81
9/11/2019,14.61,1.79
9/12/2019,14.22,1.82
9/13/2019,13.74,1.88
9/16/2019,14.67,1.86
9/17/2019,14.44,1.87
9/18/2019,13.95,1.87
9/19/2019,14.05,1.88
9/20/2019,15.32,1.84
9/23/2019,14.91,1.81
9/24/2019,17.049999,1.78
9/25/2019,15.96,1.82
9/26/2019,16.07,1.79
9/27/2019,17.219999,1.74
9/30/2019,16.24,1.75
10/1/2019,18.559999,1.73
10/2/2019,20.559999,1.67
10/3/2019,19.120001,1.58
10/4/2019,17.040001,1.58
10/7/2019,17.860001,1.64
10/8/2019,20.280001,1.62
10/9/2019,18.639999,1.59
10/10/2019,17.57,1.63
10/11/2019,15.58,1.67
10/14/2019,14.57,#N/A
10/15/2019,13.54,1.65
10/16/2019,13.68,1.59
10/17/2019,13.79,1.59
10/18/2019,14.25,1.58
10/21/2019,14,1.59
10/22/2019,14.46,1.59
10/23/2019,14.01,1.58
10/24/2019,13.71,1.59
10/25/2019,12.65,1.6
10/28/2019,13.11,1.6
10/29/2019,13.2,1.59
10/30/2019,12.33,1.59
10/31/2019,13.22,1.53
11/1/2019,12.3,1.53
11/4/2019,12.83,1.56
11/5/2019,13.1,1.62
11/6/2019,12.62,1.58
11/7/2019,12.73,1.58
11/8/2019,12.07,1.58
11/11/2019,12.69,#N/A
11/12/2019,12.68,1.58
11/13/2019,13,1.57
11/14/2019,13.05,1.55
11/15/2019,12.05,1.54
11/18/2019,12.46,1.54
11/19/2019,12.86,1.54
11/20/2019,12.78,1.54
11/21/2019,13.13,1.55
11/22/2019,12.34,1.56
11/25/2019,11.87,1.58
11/26/2019,11.54,1.59
11/27/2019,11.75,1.6
11/28/2019,null,#N/A
11/29/2019,12.62,1.6
12/2/2019,14.91,1.6
12/3/2019,15.96,1.57
12/4/2019,14.8,1.56
12/5/2019,14.52,1.56
12/6/2019,13.62,1.57
12/9/2019,15.86,1.56
12/10/2019,15.68,1.56
12/11/2019,14.99,1.55
12/12/2019,13.94,1.55
12/13/2019,12.63,1.54
12/16/2019,12.14,1.54
12/17/2019,12.29,1.53
12/18/2019,12.58,1.54
12/19/2019,12.5,1.52
12/20/2019,12.51,1.52
12/23/2019,12.61,1.53
12/24/2019,12.67,1.53
12/25/2019,null,#N/A
12/26/2019,12.65,1.53
12/27/2019,13.43,1.51
12/30/2019,14.82,1.57
12/31/2019,13.78,1.59
1/1/2020,null,#N/A
1/2/2020,12.47,1.56
1/3/2020,14.02,1.55
1/6/2020,13.85,1.54
1/7/2020,13.79,1.53
1/8/2020,13.45,1.55
1/9/2020,12.54,1.54
1/10/2020,12.56,1.53
1/13/2020,12.32,1.53
1/14/2020,12.39,1.53
1/15/2020,12.42,1.54
1/16/2020,12.32,1.54
1/17/2020,12.1,1.56
1/20/2020,null,#N/A
1/21/2020,12.85,1.54
1/22/2020,12.91,1.55
1/23/2020,12.98,1.55
1/24/2020,14.56,1.55
1/27/2020,18.23,1.53
1/28/2020,16.280001,1.53
1/29/2020,16.389999,1.51
1/30/2020,15.49,1.48
1/31/2020,18.84,1.45
2/3/2020,17.969999,1.46
2/4/2020,16.049999,1.48
2/5/2020,15.15,1.49
2/6/2020,14.96,1.51
2/7/2020,15.47,1.49
2/10/2020,15.04,1.45
2/11/2020,15.18,1.48
2/12/2020,13.74,1.49
2/13/2020,14.15,1.48
2/14/2020,13.68,1.49
2/17/2020,null,#N/A
2/18/2020,14.83,1.47
2/19/2020,14.38,1.47
2/20/2020,15.56,1.46
2/21/2020,17.08,1.43
2/24/2020,25.030001,1.35
2/25/2020,27.85,1.3
2/26/2020,27.559999,1.26
2/27/2020,39.16,1.18
2/28/2020,40.110001,0.97
3/2/2020,33.419998,0.89
3/3/2020,36.82,0.73
3/4/2020,31.99,0.59
3/5/2020,39.619999,0.48
3/6/2020,41.939999,0.39
3/9/2020,54.459999,0.31
3/10/2020,47.299999,0.43
3/11/2020,53.900002,0.4
3/12/2020,75.470001,0.39
3/13/2020,57.830002,0.38
3/16/2020,82.690002,0.29
3/17/2020,75.910004,0.3
3/18/2020,76.449997,0.21
3/19/2020,72,0.2
3/20/2020,66.040001,0.15
3/23/2020,61.59,0.17
3/24/2020,61.669998,0.25
3/25/2020,63.950001,0.19
3/26/2020,61,0.13
3/27/2020,65.540001,0.11
3/30/2020,57.080002,0.14
3/31/2020,53.540001,0.17
4/1/2020,57.060001,0.16
4/2/2020,50.91,0.14
4/3/2020,46.799999,0.15
4/6/2020,45.240002,0.2
4/7/2020,46.700001,0.2
4/8/2020,43.349998,0.23
4/9/2020,41.669998,0.25
4/10/2020,null,#N/A
