Date,Sigma,rate
6/22/1990,19.360001,8.12
6/25/1990,17.059999,8.19
6/26/1990,16.290001,8.19
6/27/1990,16,8.14
6/28/1990,16.18,8.07
6/29/1990,15.5,8.05
7/2/1990,16.26,8.06
7/3/1990,16.110001,8.01
7/4/1990,null,#N/A
7/5/1990,17.25,8.02
7/6/1990,16.41,8.14
7/9/1990,16.66,8.19
7/10/1990,16.92,8.21
7/11/1990,16.68,8.18
7/12/1990,17.059999,7.98
7/13/1990,17.09,7.89
7/16/1990,16.75,7.89
7/17/1990,16.66,7.88
7/18/1990,18.9,7.87
7/19/1990,18.559999,7.87
7/20/1990,15.63,7.84
7/23/1990,23.68,7.81
7/24/1990,21.790001,7.88
7/25/1990,20.190001,7.87
7/26/1990,20.26,7.9
7/27/1990,21.120001,7.8
7/30/1990,21.16,7.75
7/31/1990,21.110001,7.72
8/1/1990,21.639999,7.63
8/2/1990,20.43,7.7
8/3/1990,28.74,7.56
8/6/1990,35.91,7.63
8/7/1990,32.75,7.75
8/8/1990,28.27,7.73
8/9/1990,24.389999,7.72
8/10/1990,25.75,7.67
8/13/1990,25.74,7.65
8/14/1990,24.18,7.69
8/15/1990,23.309999,7.68
8/16/1990,27.16,7.81
8/17/1990,27.530001,7.8
8/20/1990,26.459999,7.84
8/21/1990,28.9,7.9
8/22/1990,30.549999,7.94
8/23/1990,36.470001,7.99
8/24/1990,33.93,7.96
8/27/1990,29.629999,7.89
8/28/1990,29.120001,7.94
8/29/1990,27.379999,7.85
8/30/1990,29.889999,7.83
8/31/1990,29.9,7.76
9/3/1990,null,#N/A
9/4/1990,29.58,7.76
9/5/1990,28.52,7.74
9/6/1990,30.190001,7.74
9/7/1990,28.73,7.73
9/10/1990,29.34,7.79
9/11/1990,28.379999,7.81
9/12/1990,28.120001,7.75
9/13/1990,29.33,7.7
9/14/1990,30.559999,7.72
9/17/1990,29.549999,7.73
9/18/1990,28.82,7.73
9/19/1990,27.879999,7.79
9/20/1990,28.66,7.81
9/21/1990,30.040001,7.77
9/24/1990,30.559999,7.83
9/25/1990,28.809999,7.85
9/26/1990,28.190001,7.84
9/27/1990,28.67,7.72
9/28/1990,29.110001,7.69
10/1/1990,28.059999,7.63
10/2/1990,27.280001,7.61
10/3/1990,27.9,7.57
10/4/1990,27.51,7.56
10/5/1990,27.85,7.51
10/8/1990,28.040001,#N/A
10/9/1990,30.709999,7.64
10/10/1990,31.190001,7.64
10/11/1990,33.98,7.6
10/12/1990,31.940001,7.59
10/15/1990,31.639999,7.58
10/16/1990,31.450001,7.58
10/17/1990,31.370001,7.6
10/18/1990,29.6,7.59
10/19/1990,27.860001,7.55
10/22/1990,27.27,7.53
10/23/1990,27.57,7.52
10/24/1990,28.280001,7.52
10/25/1990,29.040001,7.46
10/26/1990,30.75,7.46
10/29/1990,31.540001,7.48
10/30/1990,30.52,7.48
10/31/1990,30.040001,7.43
11/1/1990,30.25,7.32
11/2/1990,30.030001,7.35
11/5/1990,29.85,7.33
11/6/1990,29.110001,7.36
11/7/1990,30.870001,7.36
11/8/1990,30.790001,7.35
11/9/1990,26.959999,7.33
11/12/1990,25.6,#N/A
11/13/1990,24.58,7.3
11/14/1990,22.889999,7.31
11/15/1990,22.57,7.32
11/16/1990,21.34,7.27
11/19/1990,20.950001,7.33
11/20/1990,20.09,7.34
11/21/1990,21.09,7.26
11/22/1990,null,#N/A
11/23/1990,20.98,7.23
11/26/1990,22.76,7.24
11/27/1990,22.860001,7.28
11/28/1990,22.959999,7.34
11/29/1990,23.91,7.34
11/30/1990,22.16,7.31
12/3/1990,22.290001,7.31
12/4/1990,22.030001,7.25
12/5/1990,20.940001,7.24
12/6/1990,22.620001,7.27
12/7/1990,22.59,7.12
12/10/1990,23.58,7.1
12/11/1990,23.75,7.07
12/12/1990,21.280001,7.03
12/13/1990,23.049999,7.11
12/14/1990,23.85,7.09
12/17/1990,24.85,7.06
12/18/1990,23.110001,7.02
12/19/1990,23.08,6.89
12/20/1990,23.129999,6.9
12/21/1990,22.66,6.95
12/24/1990,24.030001,6.99
12/25/1990,null,#N/A
12/26/1990,24.18,6.94
12/27/1990,24.809999,6.94
12/28/1990,25.049999,6.91
12/31/1990,26.379999,6.82
1/1/1991,null,#N/A
1/2/1991,26.620001,6.74
1/3/1991,27.93,6.72
1/4/1991,27.190001,6.83
1/7/1991,28.950001,6.84
1/8/1991,30.379999,6.75
1/9/1991,33.299999,6.68
1/10/1991,31.33,6.64
1/11/1991,32.630001,6.62
1/14/1991,36.200001,6.6
1/15/1991,36.16,6.6
1/16/1991,33.200001,6.61
1/17/1991,27.450001,6.66
1/18/1991,25.389999,6.61
1/21/1991,24.33,#N/A
1/22/1991,24.9,6.59
1/23/1991,23.92,6.59
1/24/1991,22.860001,6.54
1/25/1991,22.200001,6.61
1/28/1991,23.049999,6.64
1/29/1991,23.17,6.59
1/30/1991,21.370001,6.56
1/31/1991,20.91,6.51
2/1/1991,21.040001,6.27
2/4/1991,21.860001,6.24
2/5/1991,21.459999,6.23
2/6/1991,22.68,6.22
2/7/1991,23.6,6.23
2/8/1991,23.379999,6.21
2/11/1991,22.559999,6.18
2/12/1991,22.26,6.18
2/13/1991,20.860001,6.21
2/14/1991,21.48,6.19
2/15/1991,19.57,6.24
2/18/1991,null,#N/A
2/19/1991,19.84,6.3
2/20/1991,22.26,6.28
2/21/1991,20.780001,6.29
2/22/1991,21.01,6.33
2/25/1991,22.860001,6.33
2/26/1991,20.379999,6.37
2/27/1991,21.26,6.36
2/28/1991,21.23,6.41
3/1/1991,21.23,6.52
3/4/1991,20.860001,6.51
3/5/1991,20.450001,6.48
3/6/1991,20.549999,6.5
3/7/1991,21.049999,6.5
3/8/1991,20.809999,6.41
3/11/1991,20.879999,6.37
3/12/1991,18.82,6.38
3/13/1991,16.09,6.3
3/14/1991,14.94,6.26
3/15/1991,14.9,6.3
3/18/1991,15.79,6.36
3/19/1991,16.110001,6.48
3/20/1991,16.040001,6.44
3/21/1991,16.860001,6.39
3/22/1991,16.49,6.37
3/25/1991,16.76,6.35
3/26/1991,16.309999,6.39
3/27/1991,16.549999,6.33
3/28/1991,16.879999,6.28
3/29/1991,null,#N/A
4/1/1991,17.42,6.27
4/2/1991,17.4,6.26
4/3/1991,17.610001,6.28
4/4/1991,18.01,6.24
4/5/1991,17.629999,6.24
4/8/1991,17.41,6.21
4/9/1991,20.120001,6.23
4/10/1991,19.73,6.28
4/11/1991,17.24,6.23
4/12/1991,18.450001,6.14
4/15/1991,16.5,6.22
4/16/1991,15.82,6.23
4/17/1991,15.47,6.2
4/18/1991,16.26,6.34
4/19/1991,15.68,6.31
4/22/1991,16.780001,6.32
4/23/1991,17.02,6.28
4/24/1991,16.719999,6.23
4/25/1991,17.15,6.19
4/26/1991,17.27,6.21
4/29/1991,18.27,6.22
4/30/1991,18.24,6.06
5/1/1991,17.77,6.09
5/2/1991,17.52,6.06
5/3/1991,17.24,6.1
5/6/1991,17.92,6.11
5/7/1991,17.459999,6.15
5/8/1991,17.780001,6.14
5/9/1991,17.17,6.13
5/10/1991,17.540001,6.13
5/13/1991,17.66,6.11
5/14/1991,18,6.12
5/15/1991,18.379999,6.13
5/16/1991,17.24,6.15
5/17/1991,16.639999,6.16
5/20/1991,17.1,6.2
5/21/1991,16.07,6.18
5/22/1991,16.16,6.15
5/23/1991,16.110001,6.13
5/24/1991,15.23,6.11
5/27/1991,null,#N/A
5/28/1991,15.67,6.12
5/29/1991,15.9,6.11
5/30/1991,16.02,6.13
5/31/1991,15.93,6.16
6/3/1991,16.870001,6.27
6/4/1991,16.17,6.26
6/5/1991,16.4,6.28
6/6/1991,16.93,6.29
6/7/1991,16.98,6.39
6/10/1991,17.469999,6.4
6/11/1991,17.32,6.39
6/12/1991,17.719999,6.43
6/13/1991,16.99,6.4
6/14/1991,15.98,6.37
6/17/1991,15.5,6.38
6/18/1991,16.139999,6.41
6/19/1991,17.440001,6.37
6/20/1991,16.75,6.34
6/21/1991,16.51,6.37
6/24/1991,18.280001,6.38
6/25/1991,17.85,6.39
6/26/1991,17.98,6.38
6/27/1991,17.870001,6.35
6/28/1991,19.549999,6.32
7/1/1991,18.639999,6.38
7/2/1991,17.629999,6.41
7/3/1991,19.469999,6.39
7/4/1991,null,#N/A
7/5/1991,18.35,6.4
7/8/1991,20.290001,6.36
7/9/1991,19.76,6.31
7/10/1991,19.190001,6.28
7/11/1991,17.389999,6.27
7/12/1991,18.290001,6.26
7/15/1991,17.780001,6.29
7/16/1991,17.49,6.32
7/17/1991,17.52,6.35
7/18/1991,15.77,6.34
7/19/1991,15.5,6.28
7/22/1991,16.9,6.31
7/23/1991,16.58,6.33
7/24/1991,16.41,6.29
7/25/1991,15.74,6.29
7/26/1991,15.45,6.24
7/29/1991,15.67,6.21
7/30/1991,15.47,6.23
7/31/1991,15.18,6.19
8/1/1991,15.47,6.23
8/2/1991,15.26,6.04
8/5/1991,15.92,6.04
8/6/1991,15.54,5.91
8/7/1991,15.56,5.85
8/8/1991,15.98,5.82
8/9/1991,15.45,5.8
8/12/1991,15.26,5.8
8/13/1991,14.73,5.8
8/14/1991,15.09,5.7
8/15/1991,15.19,5.67
8/16/1991,16.01,5.65
8/19/1991,21.190001,5.52
8/20/1991,18.860001,5.48
8/21/1991,15.62,5.63
8/22/1991,14.59,5.66
8/23/1991,14.41,5.82
8/26/1991,14.81,5.85
8/27/1991,15.46,5.8
8/28/1991,15.31,5.68
8/29/1991,14.82,5.65
8/30/1991,14.46,5.72
9/2/1991,null,#N/A
9/3/1991,16.57,5.72
9/4/1991,17.18,5.71
9/5/1991,17.309999,5.71
9/6/1991,16.76,5.65
9/9/1991,17.73,5.61
9/10/1991,18.219999,5.61
9/11/1991,17.959999,5.61
9/12/1991,16.209999,5.56
9/13/1991,17.879999,5.53
9/16/1991,17.82,5.55
9/17/1991,17.68,5.56
9/18/1991,17.559999,5.56
9/19/1991,17.559999,5.59
9/20/1991,17.08,5.55
9/23/1991,16.379999,5.54
9/24/1991,16.040001,5.54
9/25/1991,15.68,5.53
9/26/1991,15.35,5.47
9/27/1991,16.309999,5.43
9/30/1991,15.85,5.42
10/1/1991,14.81,5.42
10/2/1991,15.81,5.43
10/3/1991,17.040001,5.39
10/4/1991,15.63,5.35
10/7/1991,18.58,5.35
10/8/1991,17.809999,5.35
10/9/1991,18.540001,5.36
10/10/1991,17.799999,5.4
10/11/1991,17.6,5.33
10/14/1991,16.709999,#N/A
10/15/1991,16.219999,5.28
10/16/1991,14.85,5.27
10/17/1991,16.32,5.38
10/18/1991,15.87,5.39
10/21/1991,16.66,5.43
10/22/1991,16.549999,5.44
10/23/1991,16.26,5.42
10/24/1991,15.62,5.32
10/25/1991,15.75,5.32
10/28/1991,15.45,5.29
10/29/1991,15.55,5.19
10/30/1991,15.46,5.13
10/31/1991,15.48,5.1
11/1/1991,15.6,5.03
11/4/1991,16.35,5.02
11/5/1991,16.48,5.07
11/6/1991,16.469999,4.98
11/7/1991,15.97,4.96
11/8/1991,15.43,4.96
11/11/1991,14.89,#N/A
11/12/1991,14.04,4.98
11/13/1991,13.95,5.02
11/14/1991,13.96,4.95
11/15/1991,21.18,4.89
11/18/1991,18.280001,4.89
11/19/1991,20.34,4.84
11/20/1991,20.4,4.83
11/21/1991,19.110001,4.77
11/22/1991,21.200001,4.75
11/25/1991,21.92,4.78
11/26/1991,19.799999,4.75
11/27/1991,19.84,4.74
11/28/1991,null,#N/A
11/29/1991,20.26,4.69
12/2/1991,20.18,4.68
12/3/1991,19.700001,4.64
12/4/1991,19.540001,4.59
12/5/1991,20.190001,4.6
12/6/1991,19.040001,4.53
12/9/1991,19.74,4.44
12/10/1991,19.889999,4.47
12/11/1991,20.57,4.46
12/12/1991,19.08,4.42
12/13/1991,17.879999,4.43
12/16/1991,17.620001,4.42
12/17/1991,18.120001,4.38
12/18/1991,17.780001,4.44
12/19/1991,17.959999,4.39
12/20/1991,17.65,4.11
12/23/1991,16.610001,4.13
12/24/1991,15.67,4.18
12/25/1991,null,#N/A
12/26/1991,15.44,4.19
12/27/1991,15.7,4.18
12/30/1991,17.629999,4.14
12/31/1991,19.309999,4.12
1/1/1992,null,#N/A
1/2/1992,18.950001,4.13
1/3/1992,18.75,4.16
1/6/1992,18.959999,4.12
1/7/1992,19.23,4.03
1/8/1992,18.719999,4
1/9/1992,18.959999,4.05
1/10/1992,18.450001,4.11
1/13/1992,18.01,4.17
1/14/1992,17.01,4.16
1/15/1992,17.389999,4.22
1/16/1992,17.639999,4.18
1/17/1992,16.32,4.14
1/20/1992,16.42,#N/A
1/21/1992,17.92,4.1
1/22/1992,16.75,4.1
1/23/1992,16.459999,4.15
1/24/1992,16.24,4.22
1/27/1992,16.67,4.24
1/28/1992,17.67,4.2
1/29/1992,17.620001,4.22
1/30/1992,17.49,4.24
1/31/1992,17.4,4.23
2/3/1992,18.200001,4.23
2/4/1992,17.959999,4.21
2/5/1992,18.219999,4.21
2/6/1992,18.790001,4.2
2/7/1992,18.51,4.1
2/10/1992,18.559999,4.08
2/11/1992,17.700001,4.14
2/12/1992,17.370001,4.16
2/13/1992,17.450001,4.26
2/14/1992,17.030001,4.32
2/17/1992,null,#N/A
2/18/1992,18.219999,4.31
2/19/1992,17.16,4.33
2/20/1992,16.719999,4.38
2/21/1992,16.870001,4.47
2/24/1992,17.129999,4.48
2/25/1992,16.35,4.47
2/26/1992,16.639999,4.4
2/27/1992,16.51,4.36
2/28/1992,16.68,4.35
3/2/1992,16.879999,4.5
3/3/1992,17.26,4.51
3/4/1992,17.889999,4.52
3/5/1992,18.469999,4.63
3/6/1992,19.75,4.6
3/9/1992,19.68,4.55
3/10/1992,18.68,4.58
3/11/1992,19.790001,4.6
3/12/1992,19.719999,4.69
3/13/1992,18.35,4.79
3/16/1992,18.459999,4.78
3/17/1992,16.790001,4.72
3/18/1992,16.690001,4.74
3/19/1992,16.52,4.69
3/20/1992,16.82,4.74
3/23/1992,16.73,4.74
3/24/1992,16.32,4.66
3/25/1992,16.190001,4.62
3/26/1992,16.290001,4.6
3/27/1992,16.02,4.6
3/30/1992,15.97,4.56
3/31/1992,16.18,4.54
4/1/1992,16.48,4.48
4/2/1992,17.059999,4.53
4/3/1992,16.719999,4.4
4/6/1992,16.719999,4.39
4/7/1992,18.809999,4.35
4/8/1992,20.15,4.32
4/9/1992,17.889999,4.08
4/10/1992,16.85,4.12
4/13/1992,16.99,4.08
4/14/1992,15.98,4.1
4/15/1992,15.15,4.14
4/16/1992,14.85,4.23
4/17/1992,null,#N/A
4/20/1992,15.93,4.34
4/21/1992,16.530001,4.33
4/22/1992,15.96,4.33
4/23/1992,15.83,4.35
4/24/1992,15.71,4.27
4/27/1992,16.49,4.36
4/28/1992,16.24,4.34
4/29/1992,15.95,4.34
4/30/1992,15.53,4.4
5/1/1992,16.610001,4.28
5/4/1992,16.92,4.28
5/5/1992,16.66,4.27
5/6/1992,16.809999,4.22
5/7/1992,16.540001,4.26
5/8/1992,15.65,4.22
5/11/1992,15.17,4.18
5/12/1992,15.68,4.15
5/13/1992,15.19,4.09
5/14/1992,15.49,4.09
5/15/1992,14.82,4.08
5/18/1992,14.62,4.08
5/19/1992,13.57,4
5/20/1992,13.62,4.08
5/21/1992,13.92,4.25
5/22/1992,13.73,4.19
5/25/1992,null,#N/A
5/26/1992,14.92,4.32
5/27/1992,13.99,4.27
5/28/1992,13.77,4.24
5/29/1992,13.86,4.24
6/1/1992,14.43,4.32
6/2/1992,14.57,4.3
6/3/1992,14.35,4.27
6/4/1992,13.66,4.26
6/5/1992,14.65,4.21
6/8/1992,15.19,4.2
6/9/1992,15.97,4.2
6/10/1992,16.620001,4.2
6/11/1992,16.290001,4.18
6/12/1992,14.95,4.14
6/15/1992,14.76,4.13
6/16/1992,15.22,4.12
6/17/1992,18.08,4.1
6/18/1992,18.200001,4.08
6/19/1992,16.309999,4.17
6/22/1992,16.66,4.15
6/23/1992,14.53,4.22
6/24/1992,14.4,4.11
6/25/1992,14.4,4.09
6/26/1992,14.67,4.11
6/29/1992,13.21,4.04
6/30/1992,13.35,4.05
7/1/1992,13.34,4.04
7/2/1992,13.88,3.7
7/3/1992,null,#N/A
7/6/1992,14.87,3.67
7/7/1992,15.83,3.63
7/8/1992,15.53,3.63
7/9/1992,14.6,3.63
7/10/1992,13.7,3.62
7/13/1992,14.01,3.62
7/14/1992,13.5,3.57
7/15/1992,12.52,3.48
7/16/1992,12.27,3.49
7/17/1992,12.6,3.5
7/20/1992,12.66,3.51
7/21/1992,12.6,3.55
7/22/1992,13.57,3.53
7/23/1992,13.33,3.52
7/24/1992,13.37,3.55
7/27/1992,13.9,3.58
7/28/1992,13.05,3.55
7/29/1992,13.44,3.54
7/30/1992,13.5,3.58
7/31/1992,13.17,3.62
8/3/1992,13.83,3.61
8/4/1992,13.58,3.57
8/5/1992,13.82,3.55
8/6/1992,14.23,3.54
8/7/1992,13.94,3.44
8/10/1992,14.51,3.42
8/11/1992,15.09,3.43
8/12/1992,14.88,3.45
8/13/1992,15.34,3.43
8/14/1992,14.66,3.4
8/17/1992,14.61,3.41
8/18/1992,13.84,3.36
8/19/1992,14.35,3.38
8/20/1992,14.48,3.4
8/21/1992,15.01,3.46
8/24/1992,16.190001,3.57
8/25/1992,15.62,3.57
8/26/1992,14.5,3.5
8/27/1992,13.66,3.48
8/28/1992,13.14,3.47
8/31/1992,13.58,3.47
9/1/1992,13.4,3.45
9/2/1992,12.73,3.43
9/3/1992,12.88,3.43
9/4/1992,12.98,3.18
9/7/1992,null,#N/A
9/8/1992,13.65,3.14
9/9/1992,13.36,3.17
9/10/1992,12.92,3.17
9/11/1992,12.47,3.19
9/14/1992,13,3.13
9/15/1992,13.63,3.2
9/16/1992,14.72,3.17
9/17/1992,14.31,3.14
9/18/1992,13.74,3.13
9/21/1992,13.45,3.16
9/22/1992,13.88,3.2
9/23/1992,13.83,3.21
9/24/1992,13.44,3.17
9/25/1992,14.8,3.04
9/28/1992,15.19,3.04
9/29/1992,14.97,3.06
9/30/1992,14.28,3.06
10/1/1992,16.309999,2.96
10/2/1992,17.790001,2.98
10/5/1992,20.01,2.98
10/6/1992,19.950001,3.05
10/7/1992,21.02,3.15
10/8/1992,19.26,3.08
10/9/1992,20.51,3.19
10/12/1992,19.49,#N/A
10/13/1992,17.9,3.22
10/14/1992,18.42,3.26
10/15/1992,17.110001,3.27
10/16/1992,17.01,3.3
10/19/1992,17.309999,3.41
10/20/1992,16.870001,3.56
10/21/1992,16.620001,3.47
10/22/1992,15.84,3.45
10/23/1992,16.459999,3.52
10/26/1992,16.32,3.55
10/27/1992,16.24,3.48
10/28/1992,15.95,3.45
10/29/1992,15.47,3.48
10/30/1992,16.15,3.54
11/2/1992,16.67,3.62
11/3/1992,17.33,3.57
11/4/1992,16.280001,3.56
11/5/1992,15.38,3.54
11/6/1992,14.69,3.6
11/9/1992,14.23,3.66
11/10/1992,14.37,3.62
11/11/1992,13.99,#N/A
11/12/1992,14.37,3.59
11/13/1992,14.61,3.68
11/16/1992,14.86,3.77
11/17/1992,15.01,3.73
11/18/1992,14.55,3.68
11/19/1992,14.33,3.72
11/20/1992,13.67,3.77
11/23/1992,13.4,3.77
11/24/1992,12.66,3.69
11/25/1992,12.5,3.75
11/26/1992,null,#N/A
11/27/1992,12.58,3.81
11/30/1992,13.01,3.83
12/1/1992,12.8,3.86
12/2/1992,12.56,3.84
12/3/1992,12.03,3.83
12/4/1992,11.81,3.73
12/7/1992,12,3.69
12/8/1992,11.73,3.66
12/9/1992,12.58,3.69
12/10/1992,12.75,3.72
12/11/1992,12.34,3.82
12/14/1992,12.66,3.85
12/15/1992,12.41,3.78
12/16/1992,12.58,3.73
12/17/1992,12.14,3.73
12/18/1992,11.66,3.69
12/21/1992,11.65,3.68
12/22/1992,11.75,3.63
12/23/1992,11.51,3.63
12/24/1992,11.57,3.63
12/25/1992,null,#N/A
12/28/1992,12.22,3.64
12/29/1992,12.29,3.64
12/30/1992,12.6,3.57
12/31/1992,12.57,3.61
1/1/1993,null,#N/A
1/4/1993,13.36,3.56
1/5/1993,13.35,3.58
1/6/1993,13.37,3.62
1/7/1993,14.72,3.7
1/8/1993,13.77,3.56
1/11/1993,12.86,3.54
1/12/1993,12.78,3.54
1/13/1993,12.42,3.51
1/14/1993,11.99,3.48
1/15/1993,11.57,3.42
1/18/1993,11.49,#N/A
1/19/1993,12.06,3.48
1/20/1993,12.15,3.51
1/21/1993,11.69,3.48
1/22/1993,11.3,3.41
1/25/1993,11.38,3.41
1/26/1993,11.45,3.45
1/27/1993,12.01,3.41
1/28/1993,12.04,3.38
1/29/1993,12.42,3.39
2/1/1993,12.33,3.4
2/2/1993,12.25,3.43
2/3/1993,12.12,3.44
2/4/1993,12.29,3.44
2/5/1993,12.9,3.36
2/8/1993,13.22,3.43
2/9/1993,13.48,3.47
2/10/1993,13.43,3.5
2/11/1993,12.69,3.44
2/12/1993,12.38,3.43
2/15/1993,null,#N/A
2/16/1993,15.76,3.44
2/17/1993,15.9,3.39
2/18/1993,15.56,3.3
2/19/1993,15.02,3.3
2/22/1993,14.7,3.32
2/23/1993,15.04,3.27
2/24/1993,14.72,3.32
2/25/1993,13.76,3.33
2/26/1993,13.16,3.32
3/1/1993,13.6,3.3
3/2/1993,12.49,3.31
3/3/1993,13.13,3.28
3/4/1993,13.44,3.24
3/5/1993,14.08,3.37
3/8/1993,16.219999,3.39
3/9/1993,14.17,3.41
3/10/1993,13.91,3.4
3/11/1993,14.26,3.35
3/12/1993,15.66,3.39
3/15/1993,14.74,3.42
3/16/1993,14.51,3.38
3/17/1993,14.53,3.36
3/18/1993,14.17,3.3
3/19/1993,13.23,3.32
3/22/1993,13.66,3.29
3/23/1993,13.02,3.28
3/24/1993,12.44,3.31
3/25/1993,12.08,3.29
3/26/1993,12.21,3.33
3/29/1993,12.63,3.33
3/30/1993,12.23,3.29
3/31/1993,12.53,3.32
4/1/1993,13.02,3.32
4/2/1993,14.5,3.32
4/5/1993,14.12,3.3
4/6/1993,14.24,3.35
4/7/1993,13.64,3.33
4/8/1993,12.83,3.25
4/9/1993,null,#N/A
4/12/1993,11.93,3.23
4/13/1993,11.7,3.22
4/14/1993,11.76,3.19
4/15/1993,10.96,3.22
4/16/1993,11.29,3.21
4/19/1993,12.06,3.21
4/20/1993,11.94,3.19
4/21/1993,12.11,3.17
4/22/1993,12.68,3.17
4/23/1993,13.36,3.18
4/26/1993,15.25,3.23
4/27/1993,13.93,3.27
4/28/1993,13.12,3.27
4/29/1993,12.8,3.24
4/30/1993,12.42,3.26
5/3/1993,12.9,3.22
5/4/1993,12.14,3.23
5/5/1993,12.38,3.26
5/6/1993,13.22,3.22
5/7/1993,13.01,3.23
5/10/1993,13.72,3.22
5/11/1993,13.35,3.23
5/12/1993,13.56,3.26
5/13/1993,14.76,3.3
5/14/1993,14.39,3.33
5/17/1993,14.13,3.41
5/18/1993,14.19,3.4
5/19/1993,14.29,3.37
5/20/1993,13.98,3.39
5/21/1993,14.51,3.45
5/24/1993,14.1,3.52
5/25/1993,14.04,3.52
5/26/1993,12.88,3.51
5/27/1993,13.1,3.58
5/28/1993,13.47,3.62
5/31/1993,null,#N/A
6/1/1993,13.67,3.55
6/2/1993,13.48,3.56
6/3/1993,13.54,3.53
6/4/1993,12.86,3.67
6/7/1993,14.07,3.65
6/8/1993,14.74,3.66
6/9/1993,13.96,3.62
6/10/1993,13.31,3.62
6/11/1993,12.71,3.51
6/14/1993,12.33,3.5
6/15/1993,11.99,3.48
6/16/1993,11.87,3.47
6/17/1993,11.66,3.46
6/18/1993,12.24,3.52
6/21/1993,12.25,3.52
6/22/1993,11.65,3.51
6/23/1993,12.04,3.56
6/24/1993,12.25,3.54
6/25/1993,11.25,3.5
6/28/1993,11.11,3.47
6/29/1993,11.29,3.45
6/30/1993,11.26,3.45
7/1/1993,11.51,3.41
7/2/1993,11.33,3.34
7/5/1993,null,#N/A
7/6/1993,13.87,3.42
7/7/1993,13.05,3.43
7/8/1993,12.24,3.42
7/9/1993,10.8,3.41
7/12/1993,10.85,3.4
7/13/1993,11.02,3.44
7/14/1993,10.78,3.4
7/15/1993,10.6,3.41
7/16/1993,10.96,3.41
7/19/1993,11.46,3.42
7/20/1993,11.05,3.48
7/21/1993,11.97,3.52
7/22/1993,11.69,3.61
7/23/1993,11.32,3.62
7/26/1993,11.32,3.59
7/27/1993,11.34,3.61
7/28/1993,11.37,3.59
7/29/1993,11.25,3.51
7/30/1993,11.73,3.53
8/2/1993,11.47,3.58
8/3/1993,11.49,3.56
8/4/1993,11.71,3.57
8/5/1993,12.03,3.54
8/6/1993,12.33,3.52
8/9/1993,12.39,3.48
8/10/1993,12.31,3.51
8/11/1993,12.07,3.5
8/12/1993,12.38,3.47
8/13/1993,12.19,3.43
8/16/1993,12.01,3.42
8/17/1993,11.59,3.43
8/18/1993,11.52,3.41
8/19/1993,11.63,3.39
8/20/1993,11.62,3.39
8/23/1993,12.15,3.4
8/24/1993,11.8,3.36
8/25/1993,12.1,3.35
8/26/1993,12.14,3.34
8/27/1993,11.91,3.38
8/30/1993,11.74,3.35
8/31/1993,11.85,3.38
9/1/1993,11.48,3.36
9/2/1993,11.87,3.34
9/3/1993,11.16,3.25
9/6/1993,null,#N/A
9/7/1993,12.9,3.26
9/8/1993,13.24,3.32
9/9/1993,12.67,3.37
9/10/1993,11.7,3.32
9/13/1993,12.16,3.33
9/14/1993,13.15,3.41
9/15/1993,12.7,3.39
9/16/1993,13.36,3.39
9/17/1993,13.39,3.39
9/20/1993,14.6,3.41
9/21/1993,17.299999,3.38
9/22/1993,13.75,3.39
9/23/1993,13.36,3.39
9/24/1993,12.47,3.39
9/27/1993,12.49,3.32
9/28/1993,12.19,3.32
9/29/1993,12.63,3.36
9/30/1993,12.99,3.39
10/1/1993,11.83,3.35
10/4/1993,12.85,3.35
10/5/1993,12.97,3.38
10/6/1993,12.68,3.36
10/7/1993,13.14,3.35
10/8/1993,12.04,3.33
10/11/1993,12.26,#N/A
10/12/1993,12.41,3.36
10/13/1993,11.38,3.36
10/14/1993,11,3.36
10/15/1993,10.87,3.35
10/18/1993,11.33,3.39
10/19/1993,11.61,3.39
10/20/1993,11.32,3.38
10/21/1993,11.2,3.4
10/22/1993,11.48,3.42
10/25/1993,11.83,3.45
10/26/1993,11.83,3.45
10/27/1993,12.01,3.47
10/28/1993,11.88,3.47
10/29/1993,11.46,3.47
11/1/1993,11.78,3.53
11/2/1993,11.74,3.59
11/3/1993,13.26,3.56
11/4/1993,14.68,3.55
11/5/1993,14.97,3.58
11/8/1993,14.31,3.55
11/9/1993,13.94,3.54
11/10/1993,13.72,3.56
11/11/1993,13.88,#N/A
11/12/1993,13.33,3.54
11/15/1993,14.46,3.56
11/16/1993,15.11,3.56
11/17/1993,15.57,3.55
11/18/1993,14.65,3.59
11/19/1993,15.03,3.64
11/22/1993,15.9,3.65
11/23/1993,14.27,3.6
11/24/1993,13.51,3.6
11/25/1993,null,#N/A
11/26/1993,13.77,3.58
11/29/1993,14.12,3.6
11/30/1993,13.76,3.65
12/1/1993,13.83,3.62
12/2/1993,13.51,3.62
12/3/1993,12.69,3.62
12/6/1993,12.84,3.57
12/7/1993,12.41,3.6
12/8/1993,12.46,3.6
12/9/1993,12.43,3.6
12/10/1993,12.6,3.62
12/13/1993,10.98,3.62
12/14/1993,11.13,3.63
12/15/1993,11.03,3.61
12/16/1993,10.9,3.6
12/17/1993,11.08,3.58
12/20/1993,10.75,3.61
12/21/1993,10.08,3.62
12/22/1993,9.31,3.59
12/23/1993,9.48,3.59
12/24/1993,null,#N/A
12/27/1993,9.7,3.61
12/28/1993,9.82,3.6
12/29/1993,10.46,3.6
